"","nombre","code","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif"
"430","PARAMO III RURAL","108114","12a13","aumento","67500","13a14","aumento","252500","14a15","aumento","50000","15a16","aumento","375000","16a17","aumento","135000","17a18","aumento","99000","18a19","aumento","30000","19a20","aumento","14200"
"431","BRAZUELOS OCCIDENTAL","2591","12a13","aumento","15000","13a14","se mantuvo","0","14a15","aumento","30000","15a16","aumento","50000","16a17","aumento","20000","17a18","aumento","180000","18a19","aumento","50000","19a20","aumento","50000"
"432","ARBOLEDA SANTA TERESITA","1362","12a13","aumento","5000","13a14","aumento","11059.17","14a15","aumento","8110.83","15a16","aumento","1913.86","16a17","aumento","2916.14","17a18","aumento","3000","18a19","aumento","12000","19a20","aumento","9000"
"433","LA TORRE","2581","12a13","aumento","20000","13a14","aumento","10000","14a15","se mantuvo","0","15a16","aumento","10000","16a17","aumento","150000","17a18","aumento","20000","18a19","aumento","1e+05","19a20","se mantuvo","0"
"434","EL SALTEADOR","2643","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","aumento","480000"
"435","BOLONIA I","202203","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"436","CANAVERALEJO","4634","12a13","se mantuvo","0","13a14","aumento","2000","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","aumento","56000","17a18","aumento","64000","18a19","disminuyo","-7785","19a20","aumento","18183"
"437","CENTRAL DE MEZCLAS","2562","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"438","PUERTA AL LLANO RURAL","202511","12a13","aumento","7000","13a14","aumento","15000","14a15","aumento","5000","15a16","se mantuvo","0","16a17","aumento","85000","17a18","aumento","72000","18a19","aumento","58000","19a20","aumento","29000"
"439","OSORIO X","105210","12a13","aumento","50000","13a14","aumento","2e+05","14a15","aumento","2e+05","15a16","aumento","1e+05","16a17","aumento","1e+05","17a18","aumento","450000","18a19","se mantuvo","0","19a20","se mantuvo","0"
"440","LA ESTRELLITA III","8547","12a13","se mantuvo","0","13a14","aumento","13000","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","aumento","470000","17a18","aumento","50000","18a19","aumento","50000","19a20","aumento","20000"
"441","EL BAGAZAL","8319","12a13","aumento","194273","13a14","aumento","4727","14a15","aumento","27862","15a16","aumento","2122.06000000006","16a17","aumento","655619.14","17a18","aumento","165.800000000047","18a19","aumento","7813","19a20","disminuyo","-1076"
"442","VISION DE ORIENTE","6503","12a13","disminuyo","-48562","13a14","aumento","688562","14a15","disminuyo","-488503.5","15a16","aumento","33993.425","16a17","disminuyo","-347489.925","17a18","disminuyo","-18000","18a19","aumento","150000","19a20","disminuyo","-286400"
"443","SANTA INES SUR II","1357","12a13","aumento","350000","13a14","aumento","50000","14a15","aumento","60000","15a16","aumento","60000","16a17","aumento","180000","17a18","aumento","30000","18a19","aumento","20000","19a20","aumento","1e+05"
"444","SAN JOSE V SECTOR","9134","12a13","se mantuvo","0","13a14","disminuyo","-84000","14a15","aumento","174000","15a16","aumento","40000","16a17","aumento","35000","17a18","se mantuvo","0","18a19","aumento","364794","19a20","aumento","250206"
"445","ALASKA","2551","12a13","se mantuvo","0","13a14","aumento","25000","14a15","aumento","10000","15a16","aumento","5000","16a17","se mantuvo","0","17a18","aumento","5000","18a19","aumento","89721","19a20","aumento","279"
"446","EL CORZO I","4643","12a13","se mantuvo","0","13a14","aumento","2000","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","aumento","52000","18a19","disminuyo","-50000","19a20","disminuyo","-100"
"447","FISCALA ALTA","2602","12a13","se mantuvo","0","13a14","aumento","2000","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","aumento","600","19a20","disminuyo","-200"
"448","LOS OLIVARES","2604","12a13","se mantuvo","0","13a14","aumento","35000","14a15","aumento","20000","15a16","aumento","70000","16a17","aumento","20000","17a18","aumento","50000","18a19","aumento","30000","19a20","se mantuvo","0"
"449","EL PARAISO","4603","12a13","se mantuvo","0","13a14","aumento","2000","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","aumento","3000","18a19","aumento","123000","NA","NA","NA"
"450","SANTA MONICA","5641","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"451","LA ESPERANZA SUR I","202204","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"452","VEREDA SUBA NARANJOS","9249","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
