"","barrio_nombre","codigo_manzana","anos","cambio_relativo","diferencia","porc","val1","val2"
"292","MOLINOS DEL SUR",1414091,"2012 a 2020 ","aumento",514000,314.2,240000,754000
"293","MARCO FIDEL SUAREZ I",1415026,"2012 a 2020 ","aumento",1175000,527.3,275000,1450000
"294","MARCO FIDEL SUAREZ I",1415091,"2012 a 2020 ","aumento",1175000,527.3,275000,1450000
"295","SAN AGUSTIN",1416030,"2012 a 2020 ","aumento",1180000,537,270000,1450000
"296","LOS MOLINOS",1417015,"2012 a 2020 ","aumento",840000,400,280000,1120000
"297","MARRUECOS",1418084,"2012 a 2020 ","aumento",319000,375,116000,435000
"298","CALLEJON SANTA BARBARA",1419027,"2012 a 2020 ","aumento",385500,306.7,186500,572000
"299","EL PLAYON",1420033,"2012 a 2020 ","aumento",7e+05,450,2e+05,9e+05
"300","EL PLAYON",1420034,"2012 a 2020 ","aumento",7e+05,450,2e+05,9e+05
"301","DIANA TURBAY ARRAYANES",1422006,"2012 a 2020 ","aumento",1050000,520,250000,1300000
"302","DIANA TURBAY ARRAYANES",1422027,"2012 a 2020 ","aumento",1050000,520,250000,1300000
"303","DIANA TURBAY ARRAYANES",1422064,"2012 a 2020 ","aumento",1100000,650,2e+05,1300000
"304","ARBOLEDA SUR",1423071,"2012 a 2020 ","aumento",950000,416.7,3e+05,1250000
"305","BARCELONA SUR",1424030,"2012 a 2020 ","aumento",710000,607.1,140000,850000
"306","BARCELONA SUR",1424032,"2012 a 2020 ","aumento",710000,607.1,140000,850000
"307","GRANJAS DE SANTA SOFIA",1425073,"2012 a 2020 ","aumento",935000,666.7,165000,1100000
"308","SAN LUIS",1426029,"2012 a 2020 ","aumento",1320000,327.6,580000,1900000
"309","SAN LUIS",1426062,"2012 a 2020 ","aumento",1350000,345.5,550000,1900000
"310","CERROS DE ORIENTE",1428019,"2012 a 2020 ","aumento",850000,666.7,150000,1e+06
"311","VILLA DE LOS ALPES I",1430097,"2012 a 2020 ","aumento",1447186,306.7,7e+05,2147186
"312","LA CAPUCHINA",3108006,"2012 a 2020 ","aumento",3300000,335.7,1400000,4700000
"313","LA CATEDRAL",3110018,"2012 a 2020 ","aumento",2300000,227.8,1800000,4100000
"314","SAN BERNARDO",3201044,"2012 a 2020 ","aumento",1100000,375,4e+05,1500000
"315","PORVENIR",2589064,"2012 a 2020 ","aumento",3e+05,Inf,0,3e+05
"316","JUAN PABLO II",2552051,"2012 a 2019 ","se mantuvo",0,NA,0,0
"317","LA TORRE",2581049,"2012 a 2019 ","se mantuvo",0,NA,0,0
"318","RAMIREZ",3210025,"2012 a 2020 ","aumento",380000,371.4,140000,520000
"319","RAMIREZ",3210043,"2012 a 2020 ","aumento",380000,371.4,140000,520000
"320","GIRARDOT",3211021,"2012 a 2020 ","aumento",420000,333.3,180000,6e+05
"321","LA SABANA",4102009,"2012 a 2020 ","aumento",2120000,500,530000,2650000
"322","LA ESTANZUELA",4104020,"2012 a 2020 ","aumento",1650000,273.7,950000,2600000
"323","LA ESTANZUELA",4104024,"2012 a 2020 ","aumento",529000,377,191000,720000
"324","LA ESTANZUELA",4104057,"2012 a 2020 ","aumento",2150000,386.7,750000,2900000
"325","EDUARDO SANTOS",4105052,"2012 a 2020 ","aumento",1530000,425.5,470000,2e+06
"326","SANTA ISABEL",4108044,"2012 a 2020 ","aumento",1580000,335.8,670000,2250000
"327","EL PROGRESO",4111047,"2012 a 2020 ","aumento",1665000,334.5,710000,2375000
"328","LA ASUNCION",4203020,"2012 a 2020 ","aumento",1850000,384.6,650000,2500000
"329","MONTES",4204027,"2012 a 2020 ","aumento",1850000,384.6,650000,2500000
"330","MONTES",4204057,"2012 a 2020 ","aumento",555000,384.6,195000,750000
"331","PRIMAVERA OCCIDENTAL",4205026,"2012 a 2020 ","aumento",1900000,480,5e+05,2400000
"332","PRIMAVERA OCCIDENTAL",4205035,"2012 a 2020 ","aumento",1850000,408.3,6e+05,2450000
"333","BOCHICA",4209015,"2012 a 2020 ","aumento",1120000,439.4,330000,1450000
"334","JORGE GAITAN CORTES",4210009,"2012 a 2020 ","aumento",1875000,400,625000,2500000
"335","JORGE GAITAN CORTES",4210010,"2012 a 2020 ","aumento",1875000,400,625000,2500000
"336","JORGE GAITAN CORTES",4210039,"2012 a 2020 ","aumento",1875000,400,625000,2500000
"337","BOCHICA",4211014,"2012 a 2020 ","aumento",2e+06,500,5e+05,2500000
"338","BOCHICA",4211021,"2012 a 2020 ","aumento",2e+06,500,5e+05,2500000
"339","CIUDAD KENNEDY CENTRAL",4511056,"2012 a 2020 ","aumento",1300000,285.7,7e+05,2e+06
"340","TIMIZA",4512028,"2012 a 2020 ","aumento",1760000,500,440000,2200000
"341","CIUDAD KENNEDY NORTE",4514028,"2012 a 2020 ","aumento",1200000,250,8e+05,2e+06
"342","BOITA",4516001,"2012 a 2020 ","aumento",1520000,416.7,480000,2e+06
"343","BOITA",4516028,"2012 a 2020 ","aumento",1525000,421.1,475000,2e+06
"344","SAN PABLO BOSA",4524030,"2012 a 2020 ","aumento",1020000,337.2,430000,1450000
"345","SAN PABLO BOSA",4524048,"2012 a 2020 ","aumento",1175000,361.1,450000,1625000
"346","SAN PABLO BOSA",4524072,"2012 a 2020 ","aumento",359000,396.7,121000,480000
"347","PASTRANA",4525040,"2012 a 2020 ","aumento",1400000,275,8e+05,2200000
"348","BOSA NOVA",4526024,"2012 a 2020 ","aumento",1190000,430.6,360000,1550000
"349","NUEVA GRANADA BOSA",4527046,"2012 a 2020 ","aumento",1030000,378.4,370000,1400000
"350","PASO ANCHO",4528043,"2012 a 2020 ","aumento",198341,349.5,79500,277841
"351","LA CECILIA",4532028,"2012 a 2020 ","aumento",1960000,463,540000,2500000
"352","LA CECILIA",4532029,"2012 a 2020 ","aumento",592000,474.7,158000,750000
"353","LA CECILIA",4532050,"2012 a 2020 ","aumento",1490000,392.2,510000,2e+06
"354","EL RETAZO",4533031,"2012 a 2020 ","aumento",2200000,466.7,6e+05,2800000
"355","GALAN",4627013,"2012 a 2020 ","aumento",1050000,290.9,550000,1600000
"356","EL CORZO",4631065,"2012 a 2020 ","aumento",1090000,402.8,360000,1450000
"357","SANTA FE BOSA",4633041,"2012 a 2020 ","aumento",1270000,484.8,330000,1600000
"358","SANTA FE BOSA",4633060,"2012 a 2020 ","aumento",1270000,484.8,330000,1600000
"359","ISLANDIA",4642047,"2012 a 2020 ","aumento",1080000,590.9,220000,1300000
"360","JOSE JOAQUIN VARGAS",5101005,"2012 a 2020 ","aumento",1550000,263.2,950000,2500000
"361","JOSE JOAQUIN VARGAS",5101041,"2012 a 2020 ","aumento",1550000,263.2,950000,2500000
"362","JOSE JOAQUIN VARGAS",5101048,"2012 a 2020 ","aumento",1550000,263.2,950000,2500000
"363","CAMPIN OCCIDENTAL",5105003,"2012 a 2020 ","aumento",2500000,377.8,9e+05,3400000
"364","ACEVEDO TEJADA",5107010,"2012 a 2020 ","aumento",2300000,355.6,9e+05,3200000
"365","ACEVEDO TEJADA",5107011,"2012 a 2020 ","aumento",2200000,344.4,9e+05,3100000
"366","CIUDAD UNIVERSITARIA",5108002,"2012 a 2020 ","aumento",498000,224.5,4e+05,898000
"367","EL SALITRE",5110039,"2012 a 2020 ","aumento",2039000,323.8,911000,2950000
"368","JORGE ELIECER GAITAN",5201008,"2012 a 2020 ","aumento",2200000,393.3,750000,2950000
"369","SAN FERNANDO",5203030,"2012 a 2020 ","aumento",1670000,345.6,680000,2350000
"370","EL RETAZO",4533061,"2012 a 2020 ","aumento",1050000,400,350000,1400000
"371","EL RETAZO",4533082,"2012 a 2020 ","aumento",1050000,400,350000,1400000
"372","ROMA",4534016,"2012 a 2020 ","aumento",1500000,400,5e+05,2e+06
"373","CLASS",4535020,"2012 a 2020 ","aumento",1200000,300,6e+05,1800000
"374","OLARTE",4538017,"2012 a 2020 ","aumento",1600000,420,5e+05,2100000
"375","GRAN COLOMBIANO",4539035,"2012 a 2020 ","aumento",1047000,396.6,353000,1400000
"376","LOS LAURELES",4539085,"2012 a 2020 ","aumento",9e+05,400,3e+05,1200000
"377","CATALINA II",4540062,"2012 a 2020 ","aumento",1200000,366.7,450000,1650000
"378","ALQUERIA LA FRAGUA NORTE",4542019,"2012 a 2020 ","aumento",1200000,300,6e+05,1800000
"379","ABRAHAM LINCOLN",2507029,"2012 a 2020 ","aumento",850000,383.3,3e+05,1150000
"380","ABRAHAM LINCOLN",2507039,"2012 a 2020 ","aumento",850000,383.3,3e+05,1150000
"381","ABRAHAM LINCOLN",2507050,"2012 a 2020 ","aumento",1e+06,433.3,3e+05,1300000
"382","LA PAZ",2510058,"2012 a 2020 ","aumento",110000,178.6,140000,250000
"383","LA PICOTA ORIENTAL",2510087,"2012 a 2020 ","aumento",410000,315.8,190000,6e+05
"384","LA PICOTA",2511036,"2012 a 2020 ","aumento",350000,305.9,170000,520000
"385","LAS ACACIAS",2513085,"2012 a 2020 ","aumento",891000,388.3,309000,1200000
"386","MEXICO",2516020,"2012 a 2020 ","aumento",650000,360,250000,9e+05
"387","LUCERO DEL SUR",2517002,"2012 a 2020 ","aumento",630000,333.3,270000,9e+05
"388","LAS MANAS",2520032,"2012 a 2020 ","aumento",820000,555.6,180000,1e+06
"389","LUCERO ALTO",2521036,"2012 a 2020 ","aumento",380000,226.7,3e+05,680000
"390","LA ANDREA",2524027,"2012 a 2020 ","aumento",675000,222.7,550000,1225000
"391","BARRANQUILLITA",2525066,"2012 a 2020 ","disminuyo",-44600,18.9,55000,10400
"392","SANTA LIBRADA",2526009,"2012 a 2020 ","aumento",710000,308.8,340000,1050000
"393","LA CABANA",2527017,"2012 a 2020 ","aumento",560000,293.1,290000,850000
"394","LA CABANA",2527054,"2012 a 2020 ","aumento",5e+05,278.6,280000,780000
"395","LA MARICHUELA",2529056,"2012 a 2020 ","aumento",850000,312.5,4e+05,1250000
"396","LA MARICHUELA",2529082,"2012 a 2020 ","aumento",930000,390.6,320000,1250000
"397","QUINTAS DEL SUR",2532002,"2012 a 2020 ","aumento",244000,282.1,134000,378000
"398","CASA DE TEJA",2534071,"2012 a 2020 ","aumento",570000,618.2,110000,680000
"399","MONTEBLANCO",2536067,"2012 a 2020 ","aumento",640000,500,160000,8e+05
"400","MONTEBLANCO",2536080,"2012 a 2020 ","aumento",650000,533.3,150000,8e+05
"401","CHUNIZA",2537002,"2012 a 2020 ","aumento",750000,250,5e+05,1250000
"402","CHUNIZA",2537008,"2012 a 2020 ","aumento",738000,244.1,512000,1250000
"403","CHUNIZA",2537012,"2012 a 2020 ","aumento",750000,250,5e+05,1250000
"404","USMINIA",2538009,"2012 a 2020 ","aumento",380000,416.7,120000,5e+05
"405","USMINIA",2538058,"2012 a 2020 ","aumento",4e+05,500,1e+05,5e+05
"406","SAN RAFAEL",2539079,"2012 a 2020 ","aumento",480000,442.9,140000,620000
"407","ESTRELLA DEL SUR",2540061,"2012 a 2020 ","aumento",390000,400,130000,520000
"408","ESTRELLA DEL SUR",2540062,"2012 a 2020 ","aumento",390000,400,130000,520000
"409","GRANADA SUR",2541008,"2012 a 2020 ","aumento",8e+05,260,5e+05,1300000
"410","SERRANIAS",2542034,"2012 a 2020 ","aumento",165000,320,75000,240000
"411","COMUNEROS",2543015,"2012 a 2020 ","aumento",620000,444.4,180000,8e+05
"412","LOS LAURELES II",2544002,"2012 a 2020 ","aumento",1330000,459.5,370000,1700000
"413","LOS LAURELES II",2544013,"2012 a 2020 ","aumento",1330000,459.5,370000,1700000
"414","EL VIRREY",2548049,"2012 a 2020 ","aumento",580000,281.2,320000,9e+05
"415","EL VIRREY",2548069,"2012 a 2020 ","aumento",580000,281.2,320000,9e+05
"416","GIBRALTAR SUR",2554006,"2012 a 2020 ","aumento",620000,369.6,230000,850000
"417","GIBRALTAR SUR",2554007,"2012 a 2020 ","aumento",620000,369.6,230000,850000
"418","GIBRALTAR SUR",2554037,"2012 a 2020 ","aumento",620000,369.6,230000,850000
"419","GIBRALTAR SUR",2554064,"2012 a 2020 ","aumento",194000,418,61000,255000
"420","BELLAVISTA LUCERO ALTO",2560033,"2012 a 2020 ","aumento",460000,387.5,160000,620000
"421","CORDILLERA DEL SUR",2561058,"2012 a 2020 ","disminuyo",-63000,30,90000,27000
"422","EL PEDREGAL",2563005,"2012 a 2020 ","aumento",38700,170.4,55000,93700
"423","EL PEDREGAL",2563014,"2012 a 2020 ","aumento",51504.38,193.6,55000,106504.38
"424","PARAISO QUIBA",2565037,"2012 a 2020 ","aumento",480000,442.9,140000,620000
"425","LA PAZ",2566041,"2012 a 2020 ","aumento",370000,346.7,150000,520000
"426","ARBORIZADORA ALTA",2568074,"2012 a 2020 ","aumento",232000,441.2,68000,3e+05
"427","ARBORIZADORA ALTA",2569019,"2012 a 2020 ","aumento",860000,714.3,140000,1e+06
"428","EL MIRADOR",2570050,"2012 a 2020 ","aumento",480000,442.9,140000,620000
"429","SALAZAR USME",2572007,"2012 a 2020 ","aumento",570000,303.6,280000,850000
"430","CEDRITOS DEL SUR",2574062,"2012 a 2020 ","aumento",525000,652.6,95000,620000
"431","CEDRITOS DEL SUR",2574064,"2012 a 2020 ","aumento",525000,652.6,95000,620000
"432","LA FISCALA NORTE",2577011,"2012 a 2020 ","aumento",295000,336,125000,420000
"433","ARABIA",2578019,"2012 a 2020 ","aumento",360000,614.3,70000,430000
"434","ARABIA",2578050,"2012 a 2020 ","aumento",68000,225.9,54000,122000
"435","BELLA FLOR",2580002,"2012 a 2020 ","aumento",375000,781.8,55000,430000
"436","BELLA FLOR",2580007,"2012 a 2020 ","aumento",3e+05,700,50000,350000
"437","BELLA FLOR",2580063,"2012 a 2020 ","aumento",370000,716.7,60000,430000
"438","VILLA ISRAEL",2594015,"2012 a 2020 ","aumento",387000,337.4,163000,550000
"439","ARRAYANES V",2597099,"2012 a 2020 ","disminuyo",-9396.57999999999,94.8,180000,170603.42
"440","CENTRO USME URBANO",2599036,"2012 a 2020 ","aumento",260000,165,4e+05,660000
"441","LA ESPERANZA SUR",2607023,"2012 a 2020 ","aumento",330000,320,150000,480000
"442","LA ESPERANZA SUR",2607051,"2012 a 2020 ","aumento",320000,300,160000,480000
"443","EL PROGRESO USME",2613036,"2012 a 2020 ","aumento",480000,318.2,220000,7e+05
"444","EL PROGRESO USME",2613039,"2012 a 2020 ","aumento",480000,318.2,220000,7e+05
"445","LA ORQUIDEA DE USME",2614006,"2012 a 2020 ","aumento",4e+05,335.3,170000,570000
"446","EL NUEVO PORTAL",2616047,"2012 a 2020 ","aumento",530000,411.8,170000,7e+05
"447","EL REFUGIO I",2617047,"2012 a 2020 ","aumento",4e+05,600,80000,480000
"448","EL REFUGIO I",2617049,"2012 a 2020 ","aumento",4e+05,600,80000,480000
"449","PUERTA AL LLANO DE USME",2618011,"2012 a 2020 ","aumento",815000,609.4,160000,975000
"450","PUERTA AL LLANO DE USME",2618058,"2012 a 2020 ","aumento",530000,411.8,170000,7e+05
"451","SAN FELIPE DE USME",2621022,"2012 a 2020 ","aumento",395000,564.7,85000,480000
"452","ARRAYANES V",2625043,"2012 a 2020 ","aumento",212000,541.7,48000,260000
"453","EL NEVADO",2631085,"2012 a 2020 ","aumento",40000,180,50000,90000
"454","LA ALAMEDA",3101010,"2012 a 2020 ","aumento",2625000,400,875000,3500000
"455","LA CONCORDIA",3104002,"2012 a 2020 ","aumento",1350000,307.7,650000,2e+06
"456","LA CONCORDIA",3104010,"2012 a 2020 ","aumento",52500,195.5,55000,107500
"457","CENTRO ADMINISTRATIVO",3106020,"2012 a 2020 ","aumento",1550000,381.8,550000,2100000
"458","SANTA INES",3107013,"2012 a 2020 ","aumento",67288.5,229.4,52000,119288.5
"459","SAN BERNARDINO I",4597041,"2012 a 2020 ","aumento",980000,406.2,320000,1300000
"460","SAN BERNARDINO I",4597069,"2012 a 2020 ","disminuyo",-3100,87.6,25000,21900
"461","VILLA ANNY II",4599017,"2012 a 2020 ","aumento",1100000,466.7,3e+05,1400000
"462","CALANDAIMA",4601009,"2012 a 2020 ","aumento",1430000,440.5,420000,1850000
"463","CALANDAIMA",4601036,"2012 a 2020 ","aumento",1430000,440.5,420000,1850000
"464","CALANDAIMA",4601057,"2012 a 2020 ","aumento",1560000,343.8,640000,2200000
"465","CALANDAIMA",4601079,"2012 a 2020 ","aumento",654000,267.7,390000,1044000
"466","BRASILIA",4604074,"2012 a 2020 ","aumento",1786000,531.4,414000,2200000
"467","BRASILIA",4604095,"2012 a 2020 ","aumento",1640000,555.6,360000,2e+06
"468","EL JAZMIN",4611011,"2012 a 2020 ","aumento",880000,309.5,420000,1300000
"469","DINDALITO",4612004,"2012 a 2020 ","aumento",1720000,500,430000,2150000
"470","DINDALITO",4614009,"2012 a 2020 ","aumento",1310000,342.6,540000,1850000
"471","CHUCUA DE LA VACA II",4620041,"2012 a 2020 ","aumento",1100000,375,4e+05,1500000
"472","CHUCUA DE LA VACA II",4620044,"2012 a 2020 ","aumento",1e+06,350,4e+05,1400000
"473","CHUCUA DE LA VACA I",4621008,"2012 a 2020 ","aumento",1080000,357.1,420000,1500000
"474","CHUCUA DE LA VACA I",4621011,"2012 a 2020 ","aumento",1080000,357.1,420000,1500000
"475","SAN BERNARDINO POTRERITOS",4623001,"2012 a 2020 ","aumento",830000,407.4,270000,1100000
"476","EL REMANSO I",4625018,"2012 a 2020 ","aumento",920000,428.6,280000,1200000
"477","EL REMANSO I",4625066,"2012 a 2020 ","aumento",920000,428.6,280000,1200000
"478","LAS ACACIAS",4626009,"2012 a 2020 ","disminuyo",-184800,36.3,290000,105200
"479","HIPOTECHO",4501038,"2012 a 2020 ","aumento",1050000,223.5,850000,1900000
"480","HIPOTECHO OCCIDENTAL",4502004,"2012 a 2020 ","aumento",1600000,328.6,7e+05,2300000
"481","HIPOTECHO OCCIDENTAL",4502036,"2012 a 2020 ","aumento",1350000,242.1,950000,2300000
"482","PROVIVIENDA ORIENTAL",4503030,"2012 a 2020 ","aumento",1750000,333.3,750000,2500000
"483","PROVIVIENDA ORIENTAL",4503092,"2012 a 2020 ","aumento",1800000,325,8e+05,2600000
"484","PROVIVIENDA",4504065,"2012 a 2020 ","aumento",1760000,425.9,540000,2300000
"485","LA CAMPINA",4506015,"2012 a 2020 ","aumento",1590000,487.8,410000,2e+06
"486","LA CAMPINA",4506035,"2012 a 2020 ","aumento",1610000,512.8,390000,2e+06
"487","CIUDAD KENNEDY SUR",4507047,"2012 a 2020 ","aumento",2050000,415.4,650000,2700000
"488","CIUDAD KENNEDY",4509039,"2012 a 2020 ","aumento",1180000,243.9,820000,2e+06
"489","CIUDAD KENNEDY",4509084,"2012 a 2020 ","aumento",1700000,230.8,1300000,3e+06
"490","CIUDAD KENNEDY ORIENTAL",4510029,"2012 a 2020 ","aumento",1400000,333.3,6e+05,2e+06
"491","CIUDAD KENNEDY ORIENTAL",4510043,"2012 a 2020 ","aumento",1600000,223.1,1300000,2900000
"492","CIUDAD KENNEDY ORIENTAL",4510061,"2012 a 2020 ","aumento",1400000,333.3,6e+05,2e+06
"493","GALERIAS",7207009,"2012 a 2020 ","aumento",1150000,169.7,1650000,2800000
"494","ALFONSO LOPEZ",7209017,"2012 a 2020 ","aumento",597000,345.7,243000,840000
"495","CONCEPCION NORTE",7304013,"2012 a 2020 ","aumento",2100000,362.5,8e+05,2900000
"496","BAQUERO",7306006,"2012 a 2020 ","aumento",480000,300,240000,720000
"497","BAQUERO",7306015,"2012 a 2020 ","aumento",1600000,300,8e+05,2400000
"498","BENJAMIN HERRERA",7309007,"2012 a 2020 ","aumento",1950000,329.4,850000,2800000
"499","POLO CLUB",7401068,"2012 a 2020 ","aumento",558000,263.2,342000,9e+05
"500","JUAN XXIII",7402012,"2012 a 2020 ","aumento",2375000,387.9,825000,3200000
"501","SANTA SOFIA",7406001,"2012 a 2020 ","aumento",720000,340,3e+05,1020000
"502","LA AURORA",7407001,"2012 a 2020 ","aumento",2050000,341.2,850000,2900000
"503","SAMPER",8108010,"2012 a 2020 ","aumento",3350000,255.8,2150000,5500000
"504","SAMPER",8108013,"2012 a 2020 ","aumento",2850000,232.6,2150000,5e+06
"505","SAN MARTIN",8109005,"2012 a 2020 ","aumento",1700000,254.5,1100000,2800000
"506","SAN FERNANDO OCCIDENTAL",5204027,"2012 a 2020 ","aumento",1920000,382.4,680000,2600000
"507","LA LIBERTAD",5206003,"2012 a 2020 ","aumento",1800000,427.3,550000,2350000
"508","LA CASTELLANA",5304036,"2012 a 2020 ","aumento",2750000,361.9,1050000,3800000
"509","POPULAR MODELO",5102056,"2012 a 2019 ","disminuyo",-258000,0,258000,0
"510","CIUDAD UNIVERSITARIA",5108003,"2012 a 2019 ","se mantuvo",0,NA,0,0
"511","ENTRERIOS",5306017,"2012 a 2020 ","aumento",174109,341.8,72000,246109
"512","POTOSI",5401018,"2012 a 2020 ","aumento",354000,205.4,336000,690000
"513","POTOSI",5401067,"2012 a 2020 ","aumento",1500000,225,1200000,2700000
"514","SANTA ROSA",5402033,"2012 a 2020 ","aumento",1800000,311.8,850000,2650000
"515","JULIO FLOREZ",5403026,"2012 a 2020 ","aumento",1520000,290,8e+05,2320000
"516","BONANZA",5406010,"2012 a 2020 ","aumento",2480000,500,620000,3100000
"517","BONANZA",5406086,"2012 a 2020 ","aumento",2250000,364.7,850000,3100000
"518","LA ESTRADA",5502018,"2012 a 2020 ","aumento",2250000,400,750000,3e+06
"519","BELLAVISTA OCCIDENTAL",5503001,"2012 a 2020 ","aumento",2050000,479.6,540000,2590000
"520","BELLAVISTA OCCIDENTAL",5503049,"2012 a 2020 ","aumento",1750000,229.6,1350000,3100000
"521","BOSQUE POPULAR",5505017,"2012 a 2020 ","aumento",1990000,431.7,6e+05,2590000
"522","BOSQUE POPULAR",5505021,"2012 a 2020 ","aumento",1890000,370,7e+05,2590000
"523","LA CABANA",5508033,"2012 a 2020 ","aumento",1600000,277.8,9e+05,2500000
"524","EL MINUTO DE DIOS",5601006,"2012 a 2020 ","aumento",2050000,373.3,750000,2800000
"525","EL MINUTO DE DIOS",5601057,"2012 a 2020 ","aumento",2050000,373.3,750000,2800000
"526","BOYACA",5603052,"2012 a 2020 ","aumento",2060000,421.9,640000,2700000
"527","BOYACA",5603059,"2012 a 2020 ","aumento",2015000,444.4,585000,2600000
"528","EL REAL",5604005,"2012 a 2020 ","aumento",2100000,520,5e+05,2600000
"529","EL ENCANTO",5605016,"2012 a 2020 ","aumento",1850000,346.7,750000,2600000
"530","EL ENCANTO",5605021,"2012 a 2020 ","aumento",1850000,346.7,750000,2600000
"531","NORMANDIA OCCIDENTAL",5606015,"2012 a 2020 ","aumento",1680000,282.6,920000,2600000
"532","SANTA HELENITA",5608082,"2012 a 2020 ","aumento",1880000,361.1,720000,2600000
"533","TABORA",5609031,"2012 a 2020 ","aumento",1940000,393.9,660000,2600000
"534","LA GRANJA",5610048,"2012 a 2020 ","aumento",2035000,406,665000,2700000
"535","AUTOPISTA MEDELLIN",5611056,"2012 a 2020 ","aumento",1880000,361.1,720000,2600000
"536","PARIS GAITAN",5612076,"2012 a 2020 ","aumento",1820000,367.6,680000,2500000
"537","LA SERENA",5613033,"2012 a 2020 ","aumento",52500,172.9,72000,124500
"538","LA SERENA",5613061,"2012 a 2020 ","aumento",2e+06,350,8e+05,2800000
"539","VILLA LUZ",5614042,"2012 a 2020 ","aumento",1900000,371.4,7e+05,2600000
"540","LA SOLEDAD NORTE",5615040,"2012 a 2020 ","aumento",2025000,400,675000,2700000
"541","ALQUERIA LA FRAGUA NORTE",4542080,"2012 a 2020 ","aumento",1120000,264.7,680000,1800000
"542","OSPINA PEREZ",4406081,"2012 a 2019 ","se mantuvo",0,NA,0,0
"543","LAS DELICIAS",4544081,"2012 a 2020 ","disminuyo",-1e+05,82.8,580000,480000
"544","CATALINA",4545063,"2012 a 2020 ","aumento",1510000,408.2,490000,2e+06
"545","CATALINA",4545095,"2012 a 2020 ","aumento",712000,347.2,288000,1e+06
"546","VILLA DEL RIO",4546017,"2012 a 2020 ","aumento",1400000,333.3,6e+05,2e+06
"547","TECHO",4548003,"2012 a 2020 ","aumento",1300000,285.7,7e+05,2e+06
