"","barrio_nombre","codigo_manzana","anos","cambio_relativo","diferencia","porc","val1","val2"
"34121","LA PENA",3206002,"2012 a 2020 ","aumento",150114.5,200.1,150000,300114.5
"34122","BELLA FLOR",2580070,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34123","LA REQUILINA RURAL II",2599050,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34124","EL ROCIO",3208010,"2012 a 2020 ","aumento",330000,294.1,170000,5e+05
"34125","EL ROCIO",3208049,"2012 a 2020 ","aumento",175000,318.8,80000,255000
"34126","EL DORADO",3209004,"2012 a 2020 ","aumento",2e+05,266.7,120000,320000
"34127","RAMIREZ",3210005,"2012 a 2020 ","aumento",670000,472.2,180000,850000
"34128","LOURDES",3212034,"2012 a 2020 ","aumento",420000,333.3,180000,6e+05
"34129","EDUARDO SANTOS",4105003,"2012 a 2020 ","aumento",1520000,416.7,480000,2e+06
"34130","EDUARDO SANTOS",4105029,"2012 a 2020 ","aumento",1720000,458.3,480000,2200000
"34131","EDUARDO SANTOS",4105039,"2012 a 2020 ","aumento",1530000,425.5,470000,2e+06
"34132","EDUARDO SANTOS",4105058,"2012 a 2020 ","aumento",878000,411.3,282000,1160000
"34133","EDUARDO SANTOS",4105065,"2012 a 2020 ","aumento",1450000,363.6,550000,2e+06
"34134","BELALCAZAR",7206007,"2012 a 2020 ","aumento",1700000,288.9,9e+05,2600000
"34135","BELALCAZAR",7206029,"2012 a 2020 ","aumento",1500000,207.1,1400000,2900000
"34136","GALERIAS",7207028,"2012 a 2020 ","aumento",2300000,227.8,1800000,4100000
"34137","ALCAZARES",7302013,"2012 a 2020 ","aumento",2200000,375,8e+05,3e+06
"34138","ALCAZARES",7302025,"2012 a 2020 ","aumento",2568196,635,480000,3048196
"34139","COLOMBIA",7303009,"2012 a 2020 ","aumento",2099000,362,801000,2900000
"34140","LA ESPERANZA",7305003,"2012 a 2020 ","aumento",1700000,312.5,8e+05,2500000
"34141","QUINTA MUTIS",7308009,"2012 a 2020 ","aumento",1910000,341.8,790000,2700000
"34142","SIETE DE AGOSTO",7311021,"2012 a 2020 ","aumento",2300000,253.3,1500000,3800000
"34143","LA FRAGUA",2107030,"2012 a 2020 ","aumento",1650000,375,6e+05,2250000
"34144","MADELENA",2415096,"2012 a 2020 ","aumento",2050000,555.6,450000,2500000
"34145","EL ENSUENO",2416031,"2012 a 2020 ","aumento",830000,238.3,6e+05,1430000
"34146","LA ESTANCIA",2418034,"2012 a 2020 ","aumento",1930000,438.6,570000,2500000
"34147","ESPINO",2423062,"2012 a 2020 ","aumento",470000,570,1e+05,570000
"34148","SANTO DOMINGO",2426001,"2012 a 2020 ","aumento",470000,570,1e+05,570000
"34149","SANTO DOMINGO",2426070,"2012 a 2020 ","aumento",3400,148.6,7000,10400
"34150","GALICIA",2427004,"2012 a 2020 ","aumento",1700000,383.3,6e+05,2300000
"34151","GALICIA",2427016,"2012 a 2020 ","aumento",1700000,383.3,6e+05,2300000
"34152","PRIMAVERA II",2428030,"2012 a 2020 ","aumento",750000,314.3,350000,1100000
"34153","PRIMAVERA II",2428044,"2012 a 2020 ","aumento",750000,314.3,350000,1100000
"34154","MARIA CANO",2429061,"2012 a 2020 ","aumento",1050000,520,250000,1300000
"34155","MARIA CANO",2429073,"2012 a 2020 ","aumento",1050000,520,250000,1300000
"34156","LAS BRISAS",2430006,"2012 a 2020 ","aumento",885000,869.6,115000,1e+06
"34157","LAS BRISAS",2430009,"2012 a 2020 ","aumento",885000,869.6,115000,1e+06
"34158","LAS BRISAS",2430056,"2012 a 2020 ","aumento",810000,338.2,340000,1150000
"34159","LA PATRIA",5305011,"2012 a 2020 ","aumento",1900000,353.3,750000,2650000
"34160","POTOSI",5401007,"2012 a 2020 ","aumento",1200000,209.1,1100000,2300000
"34161","EL REAL",5604018,"2012 a 2020 ","aumento",2100000,520,5e+05,2600000
"34162","EL ENCANTO",5605004,"2012 a 2020 ","aumento",1850000,346.7,750000,2600000
"34163","IBERIA",9115022,"2012 a 2020 ","aumento",1600000,214.3,1400000,3e+06
"34164","EL TINTAL CENTRAL",6423016,"2012 a 2020 ","aumento",1200000,233.3,9e+05,2100000
"34165","SABANA DEL DORADO",5657002,"2012 a 2020 ","aumento",1130000,294.8,580000,1710000
"34166","AGUAS CLARAS I",1119084,"2012 a 2020 ","aumento",111900,Inf,0,111900
"34167","DESARROLLO BRAZUELOS",2619085,"2012 a 2020 ","aumento",129850,Inf,0,129850
"34168","AGUAS CLARAS",201304062,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34169","TIBAQUE II",201309016,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34170","SAN JOSE DEL PRADO",9106010,"2012 a 2020 ","aumento",2050000,286.4,1100000,3150000
"34171","SAN JOSE DEL PRADO",9106064,"2012 a 2020 ","aumento",2050000,472.7,550000,2600000
"34172","SAN JOSE DEL PRADO",9106099,"2012 a 2020 ","aumento",1700000,230.8,1300000,3e+06
"34173","PRADO VERANIEGO",9107035,"2012 a 2020 ","aumento",2350000,376.5,850000,3200000
"34174","NIZA SUR",9109006,"2012 a 2020 ","aumento",1060000,232.5,8e+05,1860000
"34175","NIZA SUR",9109017,"2012 a 2020 ","aumento",1060000,232.5,8e+05,1860000
"34176","RONDA",2518025,"2012 a 2020 ","aumento",741794,311.9,350000,1091794
"34177","RONDA",2518041,"2012 a 2020 ","aumento",51500,195.4,54000,105500
"34178","LAS MANAS",2520024,"2012 a 2020 ","aumento",75427,239.7,54000,129427
"34179","LUCERO ALTO",2521005,"2012 a 2020 ","aumento",3e+05,276.5,170000,470000
"34180","LUCERO ALTO",2521054,"2012 a 2020 ","aumento",310000,293.8,160000,470000
"34181","LA ANDREA",2524002,"2012 a 2020 ","aumento",6e+05,340,250000,850000
"34182","LA ANDREA",2524040,"2012 a 2020 ","aumento",850000,440,250000,1100000
"34183","SIERRA MORENA",2439021,"2012 a 2020 ","aumento",3e+05,Inf,0,3e+05
"34184","JUAN PABLO II",2552094,"2012 a 2020 ","aumento",510000,563.6,110000,620000
"34185","GIBRALTAR SUR",2554097,"2012 a 2020 ","aumento",620000,369.6,230000,850000
"34186","SAN JUAN BAUTISTA",2555090,"2012 a 2020 ","aumento",8e+05,277.8,450000,1250000
"34187","SAN JUAN BAUTISTA",2555097,"2012 a 2020 ","aumento",8e+05,277.8,450000,1250000
"34188","VILLA AMALIA",5648042,"2012 a 2020 ","aumento",1600000,268.4,950000,2550000
"34189","VILLAS DE GRANADA I",5649016,"2012 a 2020 ","aumento",1860000,286,1e+06,2860000
"34190","CIUDADELA COLSUBSIDIO",5650014,"2012 a 2020 ","aumento",985000,311.8,465000,1450000
"34191","CIUDADELA COLSUBSIDIO",5650024,"2012 a 2020 ","aumento",480000,277.8,270000,750000
"34192","EL MUELLE",5652001,"2012 a 2020 ","aumento",1490000,304.1,730000,2220000
"34193","EL MUELLE",5652008,"2012 a 2020 ","aumento",1420000,277.5,8e+05,2220000
"34194","EL MUELLE",5652087,"2012 a 2020 ","aumento",1350000,292.9,7e+05,2050000
"34195","NUEVA ESPERANZA",204106068,"2012 a 2018 ","se mantuvo",0,NA,0,0
"34196","BUENOS AIRES",1102018,"2012 a 2020 ","aumento",640000,328.6,280000,920000
"34197","VITELMA",1103017,"2012 a 2020 ","aumento",670000,368,250000,920000
"34198","VITELMA",1103041,"2012 a 2020 ","aumento",1060000,312,5e+05,1560000
"34199","VITELMA",1103042,"2012 a 2020 ","aumento",1060000,312,5e+05,1560000
"34200","PRIMERO DE MAYO",1112013,"2012 a 2020 ","aumento",1100000,320,5e+05,1600000
"34201","CIUDAD JARDIN SUR",1204021,"2012 a 2020 ","aumento",1270000,301.6,630000,1900000
"34202","CIUDAD JARDIN SUR",1204031,"2012 a 2020 ","aumento",1270000,301.6,630000,1900000
"34203","NARINO SUR",1207004,"2012 a 2020 ","aumento",1250000,292.3,650000,1900000
"34204","CORDOBA",1303010,"2012 a 2020 ","aumento",1e+06,500,250000,1250000
"34205","CORDOBA",1303016,"2012 a 2020 ","aumento",1e+06,500,250000,1250000
"34206","SANTA INES SUR",1308018,"2012 a 2020 ","aumento",520000,285.7,280000,8e+05
"34207","LA VICTORIA",1310034,"2012 a 2020 ","aumento",640000,332.7,275000,915000
"34208","LA VICTORIA",1310057,"2012 a 2020 ","aumento",465000,203.3,450000,915000
"34209","ESCOCIA",4519026,"2012 a 2020 ","aumento",1190000,430.6,360000,1550000
"34210","ESCOCIA",4519064,"2012 a 2020 ","aumento",1190000,430.6,360000,1550000
"34211","LA PAZ BOSA",4520009,"2012 a 2020 ","aumento",1050000,400,350000,1400000
"34212","LA PAZ BOSA",4520011,"2012 a 2020 ","aumento",1050000,400,350000,1400000
"34213","JOSE MARIA CARBONEL",4550029,"2012 a 2020 ","aumento",1e+06,350,4e+05,1400000
"34214","HIPOTECHO SUR",4551060,"2012 a 2020 ","aumento",1780000,442.3,520000,2300000
"34215","GUALOCHE",4552063,"2012 a 2020 ","aumento",1050000,362.5,4e+05,1450000
"34216","ANDALUCIA II",4553010,"2012 a 2020 ","aumento",850000,342.9,350000,1200000
"34217","PATIO BONITO",4554064,"2012 a 2020 ","aumento",1420000,344.8,580000,2e+06
"34218","PATIO BONITO",4554080,"2012 a 2020 ","aumento",1420000,344.8,580000,2e+06
"34219","PATIO BONITO II",4555012,"2012 a 2020 ","aumento",1310000,322,590000,1900000
"34220","CAMPO HERMOSO",4558028,"2012 a 2020 ","aumento",389000,314.9,181000,570000
"34221","EL CARMELO",4559060,"2012 a 2020 ","aumento",1470000,441.9,430000,1900000
"34222","TOCAREMA",4565013,"2012 a 2020 ","aumento",1510000,408.2,490000,2e+06
"34223","TOCAREMA",4565020,"2012 a 2020 ","aumento",1780000,442.3,520000,2300000
"34224","JOSE ANTONIO GALAN",4569002,"2012 a 2020 ","aumento",1230000,432.4,370000,1600000
"34225","BARRANCAS",8507051,"2012 a 2020 ","aumento",1760000,337.8,740000,2500000
"34226","CEDRO SALAZAR",8508052,"2012 a 2020 ","aumento",1850000,294.7,950000,2800000
"34227","ACACIAS USAQUEN",8510019,"2012 a 2020 ","aumento",2250000,336.8,950000,3200000
"34228","LISBOA",8513054,"2012 a 2020 ","aumento",1770000,185.1,2080000,3850000
"34229","EL CONTADOR",8514007,"2012 a 2020 ","aumento",1900000,240.7,1350000,3250000
"34230","DESARROLLO BRAZUELOS I",2556001,"2012 a 2020 ","aumento",205000,392.9,70000,275000
"34231","CORDILLERA DEL SUR",2561049,"2012 a 2020 ","disminuyo",-63000,30,90000,27000
"34232","CASA DE TEJA",2562007,"2012 a 2020 ","aumento",76000,240.7,54000,130000
"34233","EL MINUTO DE MARIA",2564048,"2012 a 2020 ","aumento",540000,775,80000,620000
"34234","PARAISO QUIBA",2565071,"2012 a 2020 ","aumento",595000,761.1,90000,685000
"34235","LA PAZ",2566038,"2012 a 2020 ","aumento",450000,400,150000,6e+05
"34236","LA PAZ",2566098,"2012 a 2020 ","aumento",385000,385.2,135000,520000
"34237","ARBORIZADORA ALTA",2568067,"2012 a 2020 ","aumento",232000,441.2,68000,3e+05
"34238","ARBORIZADORA ALTA",2569041,"2012 a 2020 ","aumento",860000,714.3,140000,1e+06
"34239","EL MIRADOR",2570072,"2012 a 2020 ","aumento",480000,442.9,140000,620000
"34240","ARBORIZADORA ALTA",2573006,"2012 a 2020 ","aumento",231000,434.8,69000,3e+05
"34241","ARBORIZADORA ALTA",2573074,"2012 a 2020 ","aumento",770000,434.8,230000,1e+06
"34242","CEDRITOS DEL SUR",2574013,"2012 a 2020 ","aumento",525000,652.6,95000,620000
"34243","CEDRITOS DEL SUR",2574067,"2012 a 2020 ","aumento",525000,652.6,95000,620000
"34244","DANUBIO II",2577097,"2012 a 2020 ","aumento",340000,288.9,180000,520000
"34245","BELLA FLOR",2580054,"2012 a 2020 ","aumento",52000,196.3,54000,106000
"34246","BELLA FLOR SUR",2582035,"2012 a 2020 ","aumento",3e+05,700,50000,350000
"34247","BRISAS DEL VOLADOR",2587079,"2012 a 2020 ","aumento",73000,235.2,54000,127000
"34248","GALAN RURAL",4627077,"2012 a 2020 ","aumento",1050000,290.9,550000,1600000
"34249","BETANIA",4628014,"2012 a 2020 ","aumento",1180000,418.9,370000,1550000
"34250","VILLA ISRAEL",2594003,"2012 a 2020 ","aumento",390000,343.8,160000,550000
"34251","LAGUNITAS URBANO",2595099,"2012 a 2020 ","aumento",290000,462.5,80000,370000
"34252","CENTRO USME URBANO",2599015,"2012 a 2020 ","aumento",340000,342.9,140000,480000
"34253","ARRAYANES I",2601047,"2012 a 2020 ","aumento",67700,946.2,8000,75700
"34254","LOS OLIVARES",2604011,"2012 a 2020 ","aumento",530000,478.6,140000,670000
"34255","CHAPINERITO",2610030,"2012 a 2020 ","aumento",490000,333.3,210000,7e+05
"34256","LA ORQUIDEA DE USME",2614036,"2012 a 2020 ","aumento",4e+05,335.3,170000,570000
"34257","EL NUEVO PORTAL",2616018,"2012 a 2020 ","aumento",5e+05,350,2e+05,7e+05
"34258","PUERTA AL LLANO DE USME",2618052,"2012 a 2020 ","aumento",530000,411.8,170000,7e+05
"34259","PUERTA AL LLANO DE USME",2618071,"2012 a 2020 ","aumento",530000,411.8,170000,7e+05
"34260","EL PORTAL DEL DIVINO",2630011,"2012 a 2020 ","aumento",226309.3,462.1,62500,288809.3
"34261","EL NEVADO",2631025,"2012 a 2020 ","aumento",460000,342.1,190000,650000
"34262","CENTRO ADMINISTRATIVO",3106021,"2012 a 2020 ","aumento",1538000,379.6,550000,2088000
"34263","SANTA INES",3107012,"2012 a 2020 ","aumento",55500,206.7,52000,107500
"34264","SANTA INES",3107020,"2012 a 2020 ","aumento",10400000,289.1,5500000,15900000
"34265","SANTA INES",3107023,"2012 a 2020 ","aumento",55500,206.7,52000,107500
"34266","VERACRUZ",3109013,"2012 a 2020 ","aumento",2450000,248.5,1650000,4100000
"34267","VERACRUZ",3109026,"2012 a 2020 ","aumento",3e+06,452.9,850000,3850000
"34268","SIMON BOLIVAR",5205004,"2012 a 2020 ","aumento",1650000,335.7,7e+05,2350000
"34269","SIMON BOLIVAR",5205050,"2012 a 2020 ","aumento",1800000,427.3,550000,2350000
"34270","LA LIBERTAD",5206016,"2012 a 2020 ","aumento",1800000,427.3,550000,2350000
"34271","ARBOLEDA SUR",1420025,"2012 a 2020 ","aumento",952000,455.2,268000,1220000
"34272","ARBOLEDA SUR",1420041,"2012 a 2020 ","aumento",720000,500,180000,9e+05
"34273","SAN LUIS",1426033,"2012 a 2020 ","aumento",1400000,380,5e+05,1900000
"34274","CERROS DE ORIENTE",1427001,"2012 a 2020 ","aumento",940000,461.5,260000,1200000
"34275","PUERTO RICO",1427081,"2012 a 2020 ","aumento",820000,392.9,280000,1100000
"34276","CERROS DE ORIENTE",1428004,"2012 a 2020 ","aumento",950000,480,250000,1200000
"34277","GUIPARMA",1429005,"2012 a 2020 ","aumento",1e+06,385.7,350000,1350000
"34278","VILLA DE LOS ALPES I",1430035,"2012 a 2020 ","aumento",1650000,353.8,650000,2300000
"34279","LA LIBERTAD",4593098,"2012 a 2020 ","aumento",1220000,469.7,330000,1550000
"34280","SAN ANTONIO",4594018,"2012 a 2020 ","aumento",1208000,453.2,342000,1550000
"34281","CHICO SUR",4595035,"2012 a 2020 ","aumento",1190000,430.6,360000,1550000
"34282","CHICO SUR",4595040,"2012 a 2020 ","aumento",1190000,430.6,360000,1550000
"34283","ALQUERIA LA FRAGUA II",4596012,"2012 a 2020 ","aumento",1570000,396.2,530000,2100000
"34284","SAN BERNARDINO I",4597048,"2012 a 2020 ","aumento",980000,406.2,320000,1300000
"34285","SAN BERNARDINO I",4597059,"2012 a 2020 ","aumento",980000,406.2,320000,1300000
"34286","CALANDAIMA",4601012,"2012 a 2020 ","aumento",1430000,440.5,420000,1850000
"34287","CALANDAIMA",4601034,"2012 a 2020 ","aumento",1640000,421.6,510000,2150000
"34288","CENTRO ENGATIVA II",5667022,"2012 a 2020 ","aumento",1890000,443.6,550000,2440000
"34289","LA LIBERTAD",5206018,"2012 a 2020 ","aumento",1800000,427.3,550000,2350000
"34290","LA CASTELLANA",5304011,"2012 a 2020 ","aumento",3040000,416.7,960000,4e+06
"34291","NUEVA TIBABUYES",9224026,"2012 a 2020 ","aumento",375000,327.3,165000,540000
"34292","NUEVA TIBABUYES",9224042,"2012 a 2020 ","aumento",375000,327.3,165000,540000
"34293","SALITRE SUBA",9226085,"2012 a 2020 ","disminuyo",-5141.58,98.9,470000,464858.4
"34294","LECH WALESA",9227009,"2012 a 2020 ","aumento",1800000,460,5e+05,2300000
"34295","LOMBARDIA",9228052,"2012 a 2020 ","aumento",1850000,384.6,650000,2500000
"34296","SAN CAYETANO",9230029,"2012 a 2020 ","aumento",1260000,386.4,440000,1700000
"34297","SAN CAYETANO",9230078,"2012 a 2020 ","aumento",1230000,361.7,470000,1700000
"34298","SAN CAYETANO",9230092,"2012 a 2020 ","aumento",1250000,377.8,450000,1700000
"34299","SUBA CERROS",9231001,"2012 a 2020 ","aumento",2100000,400,7e+05,2800000
"34300","SUBA CERROS",9231054,"2012 a 2020 ","aumento",510000,275.9,290000,8e+05
"34301","TIBABUYES",9233067,"2012 a 2020 ","aumento",1750000,369.2,650000,2400000
"34302","CIUDAD HUNZA",9235067,"2012 a 2020 ","aumento",1250000,377.8,450000,1700000
"34303","LA CAROLINA DE SUBA",9236022,"2012 a 2020 ","aumento",1200000,400,4e+05,1600000
"34304","TUNA BAJA",9242031,"2012 a 2020 ","aumento",1250000,457.1,350000,1600000
"34305","VILLA HERMOSA",9244073,"2012 a 2020 ","aumento",1300000,533.3,3e+05,1600000
"34306","EL NUEVO PORTAL",2616017,"2012 a 2020 ","aumento",5e+05,350,2e+05,7e+05
"34307","EL NUEVO PORTAL",2616096,"2012 a 2020 ","aumento",530000,411.8,170000,7e+05
"34308","TOCAIMITA ORIENTAL I",2622020,"2012 a 2020 ","aumento",222882.9,362.2,85000,307882.9
"34309","LA ALAMEDA",3101007,"2012 a 2020 ","aumento",1e+06,266.7,6e+05,1600000
"34310","LAS NIEVES",3102033,"2012 a 2020 ","aumento",3250000,641.7,6e+05,3850000
"34311","LA CAPUCHINA",3108022,"2012 a 2020 ","aumento",9e+06,629.4,1700000,10700000
"34312","LA CATEDRAL",3110006,"2012 a 2020 ","aumento",2750000,350,1100000,3850000
"34313","LA CATEDRAL",3110012,"2012 a 2020 ","aumento",1900000,186.4,2200000,4100000
"34314","LAS CRUCES",3202020,"2012 a 2020 ","aumento",630000,386.4,220000,850000
"34315","LOS LACHES",3207024,"2012 a 2020 ","aumento",380000,337.5,160000,540000
"34316","VILLA DEL MAR",5680064,"2012 a 2020 ","aumento",1810000,358.6,7e+05,2510000
"34317","QUIRIGUA I",5683065,"2012 a 2020 ","aumento",1950000,400,650000,2600000
"34318","QUIRIGUA I",5683082,"2012 a 2020 ","aumento",1935000,391,665000,2600000
"34319","QUIRIGUA II",5684023,"2012 a 2020 ","aumento",1900000,371.4,7e+05,2600000
"34320","QUIRIGUA II",5684078,"2012 a 2020 ","aumento",574000,378.6,206000,780000
"34321","QUIRIGUA II",5684081,"2012 a 2020 ","aumento",574000,378.6,206000,780000
"34322","SANTA FE",6103009,"2012 a 2020 ","aumento",1181000,290.8,619000,1800000
"34323","SANTA FE",6103017,"2012 a 2020 ","aumento",1181000,290.8,619000,1800000
"34324","EL CARMEN FONTIBON",6408067,"2012 a 2020 ","aumento",448000,346.2,182000,630000
"34325","EL CARMEN FONTIBON",6408081,"2012 a 2020 ","aumento",1420000,308.8,680000,2100000
"34326","BELEN FONTIBON",6409027,"2012 a 2020 ","aumento",1240000,321.4,560000,1800000
"34327","CHARCO RURAL",6414041,"2012 a 2020 ","aumento",40000,108,5e+05,540000
"34328","LA LAGUNA FONTIBON",6415001,"2012 a 2020 ","aumento",1450000,323.1,650000,2100000
"34329","LA GIRALDA",6420034,"2012 a 2020 ","aumento",1340000,339.3,560000,1900000
"34330","BAVARIA",6504047,"2012 a 2020 ","aumento",1688000,295.8,862000,2550000
"34331","SANTA INES SUR",1308021,"2012 a 2020 ","aumento",550000,320,250000,8e+05
"34332","LA VICTORIA",1310008,"2012 a 2020 ","aumento",625000,315.5,290000,915000
"34333","LA VICTORIA",1310041,"2012 a 2020 ","aumento",615000,305,3e+05,915000
"34334","LA GLORIA OCCIDENTAL",1311031,"2012 a 2020 ","disminuyo",-13400,74.2,52000,38600
"34335","LOS ALPES",1312023,"2012 a 2020 ","aumento",4e+05,300,2e+05,6e+05
"34336","BELLAVISTA SUR",1313011,"2012 a 2020 ","aumento",1822000,555.5,4e+05,2222000
"34337","SAN JOSE SUR ORIENTAL",1314038,"2012 a 2020 ","aumento",550000,320,250000,8e+05
"34338","ALTAMIRA",1315003,"2012 a 2020 ","aumento",320000,214.3,280000,6e+05
"34339","LA GLORIA ORIENTAL",1319017,"2012 a 2020 ","aumento",320000,214.3,280000,6e+05
"34340","SAN MARTIN SUR",1321017,"2012 a 2020 ","aumento",705000,435.7,210000,915000
"34341","SAN MARTIN SUR",1321038,"2012 a 2020 ","aumento",670000,373.5,245000,915000
"34342","EL PINAR",1324033,"2012 a 2020 ","aumento",430000,352.9,170000,6e+05
"34343","LOS LIBERTADORES",1327082,"2012 a 2020 ","aumento",530000,330.4,230000,760000
"34344","VILLA ALSACIA II",6510023,"2012 a 2020 ","aumento",2250000,287.5,1200000,3450000
"34345","VERGEL OCCIDENTAL",6514049,"2012 a 2020 ","aumento",1970000,471.7,530000,2500000
"34346","VALLADOLID",6515024,"2012 a 2020 ","aumento",1690000,308.6,810000,2500000
"34347","LA MAGDALENA I",6516007,"2012 a 2018 ","aumento",680000,213.3,6e+05,1280000
"34348","OSORIO III",6518007,"2012 a 2020 ","aumento",1250000,308.3,6e+05,1850000
"34349","EL CHANCO II",6525028,"2012 a 2020 ","aumento",520000,236.8,380000,9e+05
"34350","EL VERGEL",6528026,"2012 a 2020 ","aumento",1793780,426.1,550000,2343780
"34351","CIUDAD TECHO II",6531087,"2012 a 2020 ","aumento",1900000,371.4,7e+05,2600000
"34352","SANTA TERESITA",7102027,"2012 a 2020 ","aumento",1845000,381.7,655000,2500000
"34353","TEUSAQUILLO",7104008,"2012 a 2020 ","aumento",1770000,313.3,830000,2600000
"34354","CAMPIN",7201010,"2012 a 2020 ","aumento",1700000,288.9,9e+05,2600000
"34355","CAMPIN",7201015,"2012 a 2020 ","aumento",1700000,288.9,9e+05,2600000
"34356","LOS MOLINOS",1417046,"2012 a 2020 ","aumento",830000,386.2,290000,1120000
"34357","SAN VICENTE FERRER",2402045,"2012 a 2020 ","aumento",1360000,457.9,380000,1740000
"34358","CARACOLI",2445057,"2012 a 2020 ","aumento",470000,687.5,80000,550000
"34359","GARCES NAVAS",5627068,"2012 a 2020 ","aumento",1770000,336,750000,2520000
"34360","LOS ALAMOS",5626053,"2012 a 2020 ","aumento",1e+06,225,8e+05,1800000
"34361","LA CABANA",1348004,"2012 a 2020 ","aumento",129138,380.7,46000,175138
"34362","ALASKA",2551004,"2012 a 2020 ","aumento",27500,150,55000,82500
"34363","CENTRO ENGATIVA II",5667035,"2012 a 2020 ","aumento",1800000,427.3,550000,2350000
"34364","EL UVAL RURAL",202502058,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34365","CANAVERALEJO RURAL",205308088,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34366","EDUARDO SANTOS",4105072,"2012 a 2020 ","aumento",433000,359.3,167000,6e+05
"34367","VERAGUAS",4109043,"2012 a 2020 ","aumento",1450000,323.1,650000,2100000
"34368","SIERRA MORENA",2440016,"2012 a 2020 ","aumento",3e+05,Inf,0,3e+05
"34369","LOS TRES REYES I",2441068,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34370","SANTA LIBRADA NORTE",2528030,"2012 a 2020 ","aumento",485281.6,238.7,350000,835281.6
"34371","SOTAVENTO",2533023,"2012 a 2020 ","disminuyo",-127719,14.9,150000,22281
"34372","SOTAVENTO",2533047,"2012 a 2020 ","aumento",480000,340,2e+05,680000
"34373","PALERMO SUR",2535003,"2012 a 2020 ","aumento",450000,400,150000,6e+05
"34374","PALERMO SUR",2535080,"2012 a 2020 ","aumento",450000,400,150000,6e+05
"34375","MONTEBLANCO",2536063,"2012 a 2020 ","aumento",640000,500,160000,8e+05
"34376","USMINIA",2538002,"2012 a 2020 ","aumento",380000,416.7,120000,5e+05
"34377","USMINIA",2538030,"2012 a 2020 ","aumento",4e+05,500,1e+05,5e+05
"34378","PRIMAVERA",5617091,"2012 a 2020 ","aumento",577000,433.5,173000,750000
"34379","FLORENCIA",5620036,"2012 a 2020 ","aumento",1800000,357.1,7e+05,2500000
"34380","FLORIDA BLANCA",5621023,"2012 a 2020 ","aumento",1700000,312.5,8e+05,2500000
"34381","LOS ANGELES",5623008,"2012 a 2020 ","aumento",1610000,314.7,750000,2360000
"34382","LOS ANGELES",5623024,"2012 a 2020 ","aumento",1800000,340,750000,2550000
"34383","LOS ANGELES",5623035,"2012 a 2020 ","aumento",1800000,340,750000,2550000
"34384","LOS ANGELES",5623047,"2012 a 2020 ","aumento",1610000,314.7,750000,2360000
"34385","GARCES NAVAS SUR",5655001,"2012 a 2020 ","aumento",1760000,260,1100000,2860000
"34386","SABANA DEL DORADO",5657058,"2012 a 2020 ","aumento",1110000,285,6e+05,1710000
"34387","SAN ANTONIO URBANO",5660058,"2012 a 2020 ","aumento",1650000,335.7,7e+05,2350000
"34388","LUIS CARLOS GALAN",5661070,"2012 a 2020 ","aumento",860000,234.4,640000,1500000
"34389","MARANDU",5665061,"2012 a 2020 ","aumento",1640000,331,710000,2350000
"34390","SALITRE OCCIDENTAL",6217013,"2012 a 2020 ","aumento",825000,266.7,495000,1320000
"34391","GRAN YOMASA",2506083,"2012 a 2020 ","aumento",575000,309.1,275000,850000
"34392","SAN GABRIEL NORTE",8406041,"2012 a 2020 ","aumento",2100000,191.3,2300000,4400000
"34393","VILLA MAYOR",2311010,"2012 a 2020 ","aumento",1950000,400,650000,2600000
"34394","VILLAS DE ALCALA",5668054,"2012 a 2020 ","aumento",1100000,Inf,0,1100000
"34395","VILLAS DE ALCALA",5668048,"2012 a 2020 ","aumento",1100000,Inf,0,1100000
"34396","ENGATIVA EL DORADO",5663008,"2012 a 2020 ","aumento",1850000,Inf,0,1850000
"34397","GALICIA",2427064,"2012 a 2020 ","aumento",2300000,Inf,0,2300000
"34398","LOS LAURELES SUR ORIENTAL I",1118010,"2012 a 2020 ","aumento",159048,Inf,0,159048
"34399","TIBAQUE I",201306035,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34400","TIBAQUE II",201309024,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34401","EL BOSQUE SUR ORIENTAL RURAL III",202309033,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34402","EL BOSQUE SUR ORIENTAL RURAL III",202309034,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34403","EL BOSQUE SUR ORIENTAL RURAL III",202309048,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34404","LA ESTACION BOSA",4521016,"2012 a 2020 ","aumento",1390000,486.1,360000,1750000
"34405","LA ESTACION BOSA",4521063,"2012 a 2020 ","aumento",1390000,486.1,360000,1750000
"34406","BOSA",4522046,"2012 a 2020 ","aumento",1e+06,322.2,450000,1450000
"34407","SAN PABLO BOSA",4524083,"2012 a 2020 ","aumento",1200000,400,4e+05,1600000
"34408","BOSA NOVA",4526050,"2012 a 2020 ","aumento",765411,447.9,220000,985411
"34409","NUEVA GRANADA BOSA",4527009,"2012 a 2020 ","aumento",542000,300.7,270000,812000
