OID_;OBJECTID;cod_ct;riesgo;localidad;barmanpre;chip;fecha_ct;año;shape_Leng;Shape_Le_1;Shape_Area
1904;23576;CT-8040;ANM;CIUDAD BOLIVAR;0025578315;S/I;13/11/2015;2015;39,097677794399999;39,097677794399999;92,508611487799996
1905;23861;CT-8040;A;CIUDAD BOLIVAR;0025319611;AAA0025ECUH;13/11/2015;2015;42,183025609600001;42,183025609600001;88,715965798599996
1906;23878;CT-8034;ANM;RAFAEL URIBE URIBE;0025668317;AAA0028NADE;22/10/2015;2015;40,899931259600002;40,899931259600002;99,202350659999993
1907;23895;CT-8034;ANM;RAFAEL URIBE URIBE;0025668316;AAA0028NACN;22/10/2015;2015;38,599950181099999;38,599950181099999;67,163296339699997
1908;24076;CT-8034;ANM;RAFAEL URIBE URIBE;0025668018;AAA0028MYOE;22/10/2015;2015;31,699873994899999;31,699873994899999;47,322030968800000
1909;24080;CT-8034;ANM;RAFAEL URIBE URIBE;0025668016;AAA0028MYMS;22/10/2015;2015;38,152550815700003;38,152550815700003;90,412488597899994
1910;24086;CT-8034;ANM;RAFAEL URIBE URIBE;0025667927;AAA0028MXCN;22/10/2015;2015;39,999232584799998;39,999232584799998;92,114421059899996
1911;24090;CT-8034;ANM;RAFAEL URIBE URIBE;0025667926;AAA0028MXBS;22/10/2015;2015;37,695623052700000;37,695623052700000;80,565281391400006
1912;24118;CT-8034;ANM;RAFAEL URIBE URIBE;0025662023;AAA0028KKSK;22/10/2015;2015;37,800077078699999;37,800077078699999;77,323977290800002
1913;24120;CT-8034;ANM;RAFAEL URIBE URIBE;0025662106;AAA0028KLCN;22/10/2015;2015;37,399681881299998;37,399681881299998;76,487049234699995
1914;24132;CT-8034;ANM;RAFAEL URIBE URIBE;0025662229;AAA0028KNFZ;22/10/2015;2015;35,900143546199999;35,900143546199999;70,602914781199999
1915;24134;CT-8034;ANM;RAFAEL URIBE URIBE;0025662004;AAA0028KJXS;22/10/2015;2015;35,999954508899997;35,999954508899997;71,869045708599998
1916;24196;CT-8034;ANM;RAFAEL URIBE URIBE;0025668310;AAA0028MZXS;22/10/2015;2015;36,600835738599997;36,600835738599997;71,409291928700000
1917;24448;CT-8034;ANM;RAFAEL URIBE URIBE;0025668103;AAA0028MZFZ;22/10/2015;2015;36,398864808500001;36,398864808500001;73,983153618499998
1918;24921;CT-8034;ANM;RAFAEL URIBE URIBE;0025662020;AAA0028KKOE;22/10/2015;2015;60,700180274099999;60,700180274099999;145,648809427000003
1919;24927;CT-8034;ANM;RAFAEL URIBE URIBE;0025662224;AAA0028KNAW;22/10/2015;2015;37,499854034499997;37,499854034499997;66,030189536699993
1920;24948;CT-8034;ANM;RAFAEL URIBE URIBE;0025662225;AAA0028KNBS;22/10/2015;2015;38,700072353700001;38,700072353700001;78,253335720999999
1921;24956;CT-8034;ANM;RAFAEL URIBE URIBE;0025662008;AAA0028KKBR;22/10/2015;2015;36,899811748499999;36,899811748499999;75,872393012299995
1922;24982;CT-8034;ANM;RAFAEL URIBE URIBE;0025662209;AAA0028KMJH;22/10/2015;2015;35,100082192099997;35,100082192099997;68,744634492800003
1923;24983;CT-8034;ANM;RAFAEL URIBE URIBE;0025662226;AAA0028KNCN;22/10/2015;2015;36,599984683199999;36,599984683199999;71,740433479100005
1924;24995;CT-8034;ANM;RAFAEL URIBE URIBE;0025662007;AAA0028KKAF;22/10/2015;2015;35,299774721900000;35,299774721900000;70,086447433100005
1925;25002;CT-8034;ANM;RAFAEL URIBE URIBE;0025662021;AAA0028KKPP;22/10/2015;2015;36,899772839699999;36,899772839699999;75,138641940400007
1926;25017;CT-8034;ANM;RAFAEL URIBE URIBE;0025662208;AAA0028KMHY;22/10/2015;2015;36,400121356800000;36,400121356800000;75,342056065799994
1927;25019;CT-8034;ANM;RAFAEL URIBE URIBE;0025662227;AAA0028KNDE;22/10/2015;2015;35,600259633900002;35,600259633900002;69,490262064700005
1928;25023;CT-8034;ANM;RAFAEL URIBE URIBE;0025662006;AAA0028KJZE;22/10/2015;2015;37,300185579699999;37,300185579699999;75,955583119899998
1929;25032;CT-8034;ANM;RAFAEL URIBE URIBE;0025662022;AAA0028KKRU;22/10/2015;2015;37,699800502499997;37,699800502499997;78,268208185199995
1930;25050;CT-8034;ANM;RAFAEL URIBE URIBE;0025662228;AAA0028KNEP;22/10/2015;2015;38,199865624600001;38,199865624600001;84,000684924900000
1931;25055;CT-8034;ANM;RAFAEL URIBE URIBE;0025662005;AAA0028KJYN;22/10/2015;2015;36,000193680300001;36,000193680300001;71,870335700599995
1932;25065;CT-8034;ANM;RAFAEL URIBE URIBE;0025662024;AAA0028KKTO;22/10/2015;2015;38,304868903900001;38,304868903900001;79,180007580099996
1933;25071;CT-8034;ANM;RAFAEL URIBE URIBE;0025662105;AAA0028KLBS;22/10/2015;2015;35,700197316599997;35,700197316599997;67,366869823900004
1934;25084;CT-8034;ANM;RAFAEL URIBE URIBE;0025662003;AAA0028KJWW;22/10/2015;2015;33,409494735999999;33,409494735999999;57,469101541000001
1935;25091;CT-8034;ANM;RAFAEL URIBE URIBE;0025662025;AAA0028KKUZ;22/10/2015;2015;38,611553302200001;38,611553302200001;80,330869745399994
1936;25096;CT-8034;ANM;RAFAEL URIBE URIBE;0025662104;AAA0028KLAW;22/10/2015;2015;35,300038830399998;35,300038830399998;69,463912037200004
1937;25117;CT-8034;ANM;RAFAEL URIBE URIBE;0025662026;AAA0028KKWF;22/10/2015;2015;40,015740273900001;40,015740273900001;84,910528888800002
1938;25128;CT-8034;ANM;RAFAEL URIBE URIBE;0025662002;AAA0028KJUH;22/10/2015;2015;40,285055746899999;40,285055746899999;101,540697097999995
1939;25144;CT-8034;ANM;RAFAEL URIBE URIBE;0025662001;AAA0028KJTD;22/10/2015;2015;31,599704118999998;31,599704118999998;61,890340583700002
1940;25146;CT-8034;ANM;RAFAEL URIBE URIBE;0025662231;AAA0028KNHK;22/10/2015;2015;31,300270501100002;31,300270501100002;43,735163173700002
1941;25157;CT-8034;ANM;RAFAEL URIBE URIBE;0025668318;AAA0162PBEP;22/10/2015;2015;39,299172567399999;39,299172567399999;86,299821114200000
1942;25197;CT-8051;ANM;SAN CRISTOBAL;0013151103;AAA0004ALZE;3/09/2015;2015;60,643215129799998;60,643215129799998;163,873246673000011
1943;25198;CT-8051;ANM;SAN CRISTOBAL;0013151102;AAA0004ALYN;3/09/2015;2015;60,807234775300003;60,807234775300003;170,082923286000010
1944;25308;CT-8034;ANM;RAFAEL URIBE URIBE;0025665832;S/I;22/10/2015;2015;32,446702549000001;32,446702549000001;62,878777617499999
1945;25318;CT-8034;ANM;RAFAEL URIBE URIBE;0025665810;AAA0028MEMS;22/10/2015;2015;31,646951646200002;31,646951646200002;60,753296268900002
1946;25321;CT-8034;ANM;RAFAEL URIBE URIBE;0025668402;AAA0028NATD;22/10/2015;2015;39,899941187899998;39,899941187899998;74,728873535199995
1947;25345;CT-8034;ANM;RAFAEL URIBE URIBE;0025665809;AAA0028MELW;22/10/2015;2015;29,600035467100000;29,600035467100000;49,921501719200002
1948;25354;CT-8034;ANM;RAFAEL URIBE URIBE;0025668401;AAA0028NASY;22/10/2015;2015;45,200110081100000;45,200110081100000;109,153450892999999
1949;25371;CT-8034;ANM;RAFAEL URIBE URIBE;0025665808;AAA0028MEKL;22/10/2015;2015;30,700062395200000;30,700062395200000;55,587391558400000
1950;25414;CT-8034;ANM;RAFAEL URIBE URIBE;0025668311;AAA0028MZYN;22/10/2015;2015;30,359521334699998;30,359521334699998;43,809594821399997
1951;25415;CT-8034;ANM;RAFAEL URIBE URIBE;0025665802;AAA0028MECX;22/10/2015;2015;18,620442051300000;18,620442051300000;20,499172729300000
1952;25421;CT-8034;ANM;RAFAEL URIBE URIBE;0025665801;AAA0028MEBR;22/10/2015;2015;18,920900877200001;18,920900877200001;20,585464840699998
1953;25424;CT-8034;ANM;RAFAEL URIBE URIBE;0025668203;AAA0028MZKC;22/10/2015;2015;35,600382994699999;35,600382994699999;67,701647077000004
1954;25431;CT-8034;ANM;RAFAEL URIBE URIBE;0025668031;AAA0028MZZE;22/10/2015;2015;31,984545115000000;31,984545115000000;54,958798769600001
1955;25441;CT-8034;ANM;RAFAEL URIBE URIBE;0025668017;AAA0028MYNN;22/10/2015;2015;38,804961750099999;38,804961750099999;91,164223584100000
1956;25472;CT-8034;ANM;RAFAEL URIBE URIBE;0025668015;AAA0028MYLW;22/10/2015;2015;51,099860216800003;51,099860216800003;130,070950758000009
1957;25476;CT-8034;ANM;RAFAEL URIBE URIBE;0025668013;AAA0028MYJH;22/10/2015;2015;37,300006050500002;37,300006050500002;72,481235283900006
1958;25490;CT-8034;ANM;RAFAEL URIBE URIBE;0025668012;AAA0028MYHY;22/10/2015;2015;37,799780647100000;37,799780647100000;79,720599937900005
1959;25510;CT-8034;ANM;RAFAEL URIBE URIBE;0025668101;AAA0028MZDE;22/10/2015;2015;33,000110821699998;33,000110821699998;59,270625495700003
1960;25514;CT-8034;ANM;RAFAEL URIBE URIBE;0025668014;AAA0028MYKL;22/10/2015;2015;29,900016126000001;29,900016126000001;52,529609250500002
1961;25516;CT-8034;ANM;RAFAEL URIBE URIBE;0025668102;AAA0028MZEP;22/10/2015;2015;31,100078144400001;31,100078144400001;56,454522013000002
1962;25541;CT-8034;ANM;RAFAEL URIBE URIBE;0025667925;AAA0028MXAW;22/10/2015;2015;36,898234466200002;36,898234466200002;72,809261835599997
1963;25546;CT-8034;ANM;RAFAEL URIBE URIBE;0025667924;AAA0028MWZM;22/10/2015;2015;34,492739573199998;34,492739573199998;73,125220177800003
1964;25549;CT-8034;ANM;RAFAEL URIBE URIBE;0025667919;AAA0028MWTO;22/10/2015;2015;57,814469376399998;57,814469376399998;141,021433561000009
1965;25551;CT-8034;ANM;RAFAEL URIBE URIBE;0025667943;AAA0171YKXS;22/10/2015;2015;22,143836951400001;22,143836951400001;27,058132986600000
1966;25556;CT-8034;ANM;RAFAEL URIBE URIBE;0025667921;AAA0028MWWF;22/10/2015;2015;50,000990070299999;50,000990070299999;70,319543019199998
1967;25558;CT-8034;ANM;RAFAEL URIBE URIBE;0025667945;S/I;22/10/2015;2015;27,200664156100000;27,200664156100000;41,906264797500000
1968;25597;CT-8034;ANM;RAFAEL URIBE URIBE;0025667922;AAA0028MWXR;22/10/2015;2015;36,901527044300003;36,901527044300003;81,957718159799995
1969;25598;CT-8034;ANM;RAFAEL URIBE URIBE;0025667923;AAA0028MWYX;22/10/2015;2015;41,321066779900001;41,321066779900001;87,971391072800003
1970;25601;CT-8034;ANM;RAFAEL URIBE URIBE;0025667920;AAA0028MWUZ;22/10/2015;2015;29,999211580099999;29,999211580099999;52,118146813700001
1971;25622;CT-8034;ANM;RAFAEL URIBE URIBE;0025666202;AAA0028MJZE;22/10/2015;2015;34,900201150100003;34,900201150100003;68,142128710500003
1972;25623;CT-8034;ANM;RAFAEL URIBE URIBE;0025666207;AAA0028MKEA;22/10/2015;2015;30,399984333399999;30,399984333399999;38,018282825000000
1973;25626;CT-8034;ANM;RAFAEL URIBE URIBE;0025666208;AAA0028MKFT;22/10/2015;2015;28,800088857300000;28,800088857300000;33,187930977500002
1974;25635;CT-8034;ANM;RAFAEL URIBE URIBE;0025666201;AAA0028MJYN;22/10/2015;2015;42,700193724999998;42,700193724999998;93,079414570300003
1975;25636;CT-8034;ANM;RAFAEL URIBE URIBE;0025666209;AAA0028MKHY;22/10/2015;2015;27,699972024200001;27,699972024200001;47,337387303699998
1976;25655;CT-8034;ANM;RAFAEL URIBE URIBE;0025662230;AAA0028KNHK;22/10/2015;2015;57,699885477999999;57,699885477999999;208,322001258999990
1977;25656;CT-8026;ANM;RAFAEL URIBE URIBE;0014236204;AAA0010XROM;11/11/2015;2015;64,812067523500005;64,812067523500005;219,695471677000000
1978;25657;CT-8026;ANM;RAFAEL URIBE URIBE;0014236212;AAA0010XRYN;11/11/2015;2015;41,200943029400001;41,200943029400001;92,943532238399996
1979;25659;CT-8026;ANM;RAFAEL URIBE URIBE;0014236205;AAA0010XRPA;11/11/2015;2015;38,998992052399998;38,998992052399998;86,036781032700006
1980;25660;CT-8026;ANM;RAFAEL URIBE URIBE;0014236206;AAA0010XRRJ;11/11/2015;2015;35,000128331500001;35,000128331500001;68,705186534000006
1981;25661;CT-8026;ANM;RAFAEL URIBE URIBE;0014236207;AAA0010XRSY;11/11/2015;2015;31,243758539000002;31,243758539000002;52,078890870300000
1982;25662;CT-8026;ANM;RAFAEL URIBE URIBE;0014236208;AAA0010XRTD;11/11/2015;2015;31,791565735700001;31,791565735700001;55,712375884200000
1983;25663;CT-8026;ANM;RAFAEL URIBE URIBE;0014236211;AAA0010XRXS;11/11/2015;2015;42,259080865800001;42,259080865800001;90,628068881100006
1984;25699;CT-8051;ANM;SAN CRISTOBAL;0013150413;AAA0004ABWW;3/09/2015;2015;26,962552391599999;26,962552391599999;45,103277385900000
1985;25700;CT-8051;ANM;SAN CRISTOBAL;0013150411;AAA0004ABTD;3/09/2015;2015;42,476361053100000;42,476361053100000;99,229539131699994
1986;25722;CT-8051;ANM;SAN CRISTOBAL;0013150402;AAA0004ABJZ;3/09/2015;2015;39,874874833800000;39,874874833800000;84,990109362699997
1987;25727;CT-8051;ANM;SAN CRISTOBAL;0013157026;AAA0170NMFZ;3/09/2015;2015;34,294032176199998;34,294032176199998;68,113143811699999
1988;25728;CT-8051;ANM;SAN CRISTOBAL;0013157026;AAA0170NMFZ;3/09/2015;2015;52,109389835199998;52,109389835199998;167,313700841000013
1989;25740;CT-8026;ANM;RAFAEL URIBE URIBE;0014236240;S/I;11/11/2015;2015;37,975176024100001;37,975176024100001;69,745428783700007
1990;25742;CT-8026;A;RAFAEL URIBE URIBE;0014236238;S/I;11/11/2015;2015;32,000039243200000;32,000039243200000;60,000078973800001
1991;25743;CT-8026;A;RAFAEL URIBE URIBE;0014236223;AAA0163AUHY;11/11/2015;2015;37,852271579300002;37,852271579300002;68,855503563300005
1992;25744;CT-8026;A;RAFAEL URIBE URIBE;0014236224;AAA0163AUFT;11/11/2015;2015;38,002325049699998;38,002325049699998;69,930992208899994
1993;25745;CT-8026;A;RAFAEL URIBE URIBE;0014236228;AAA0168TJOM;11/11/2015;2015;37,985210723800002;37,985210723800002;69,882762725899994
1994;25750;CT-8051;ANM;SAN CRISTOBAL;0013151901;AAA0004AZAW;3/09/2015;2015;627,224430830999950;627,224430830999950;13527,829206399999748
1995;25851;CT-8051;ANM;SAN CRISTOBAL;0013157503;AAA0004DDSK;3/09/2015;2015;37,121420761700001;37,121420761700001;82,935950072099999
1996;25853;CT-8051;ANM;SAN CRISTOBAL;0013156702;AAA0004DFCX;3/09/2015;2015;33,716989637600001;33,716989637600001;65,490375469300005
1997;25854;CT-8051;ANM;SAN CRISTOBAL;0013156701;AAA0004DFBR;3/09/2015;2015;34,431346626900002;34,431346626900002;67,648752427700003
1998;26129;CT-8051;ANM;SAN CRISTOBAL;0013156602;AAA0004CZZE;3/09/2015;2015;34,217520503599999;34,217520503599999;67,350034600699999
1999;26130;CT-8051;ANM;SAN CRISTOBAL;0013156601;AAA0004CZYN;3/09/2015;2015;33,038414284600002;33,038414284600002;64,308412654099996
2000;26142;CT-8051;ANM;SAN CRISTOBAL;0013156902;AAA0004DBWF;3/09/2015;2015;35,398256654000001;35,398256654000001;73,927356550599995
2001;26143;CT-8051;ANM;SAN CRISTOBAL;0013156808;AAA0004DBPP;3/09/2015;2015;42,006696572199999;42,006696572199999;90,154879866399995
2002;26145;CT-8051;ANM;SAN CRISTOBAL;0013156809;AAA0004DFNN;3/09/2015;2015;41,497102943599998;41,497102943599998;90,348874273099995
2003;26182;CT-8051;ANM;SAN CRISTOBAL;0013159002;AAA0004DOLF;3/09/2015;2015;28,538821876899998;28,538821876899998;49,614742802199999
2004;26183;CT-8051;ANM;SAN CRISTOBAL;0013159003;AAA0004DOMR;3/09/2015;2015;28,473782947299998;28,473782947299998;49,402984704399998
2005;26184;CT-8051;ANM;SAN CRISTOBAL;0013159004;AAA0004DONX;3/09/2015;2015;28,523007430000000;28,523007430000000;49,620538403099999
2006;26210;CT-8051;ANM;SAN CRISTOBAL;0013150414;AAA0004ABXS;3/09/2015;2015;44,764073034299997;44,764073034299997;99,064793245399997
2007;26211;CT-8051;ANM;SAN CRISTOBAL;0013159104;AAA0004DOYN;3/09/2015;2015;40,204266374400000;40,204266374400000;100,362907867000004
2008;26212;CT-8051;ANM;SAN CRISTOBAL;0013159102;AAA0004DOWW;3/09/2015;2015;48,434942063100003;48,434942063100003;99,041376755599998
2009;26213;CT-8051;ANM;SAN CRISTOBAL;0013159101;AAA0004DOUH;3/09/2015;2015;41,692654119200000;41,692654119200000;104,313954186000004
2010;26214;CT-8051;ANM;SAN CRISTOBAL;0013159001;AAA0004DOKC;3/09/2015;2015;40,159858654499999;40,159858654499999;73,248509039200002
2011;26215;CT-8051;ANM;SAN CRISTOBAL;0013150415;AAA0004ABYN;3/09/2015;2015;47,205170361299999;47,205170361299999;115,496427412000003
2012;26265;CT-8051;ANM;SAN CRISTOBAL;0013150401;AAA0004ABHK;3/09/2015;2015;40,155807823400004;40,155807823400004;88,565871484799999
2013;26266;CT-8051;ANM;SAN CRISTOBAL;0013150444;AAA0004ADDE;3/09/2015;2015;27,268601271300000;27,268601271300000;46,052450714199999
2014;26273;CT-8051;ANM;SAN CRISTOBAL;0013150622;AAA0004AFDE;3/09/2015;2015;50,396569797300003;50,396569797300003;129,291791561999986
2015;26274;CT-8051;ANM;SAN CRISTOBAL;0013150602;AAA0004AECX;3/09/2015;2015;76,333024325099998;76,333024325099998;238,799981492000001
2016;26285;CT-8051;ANM;SAN CRISTOBAL;0013151128;AAA0004ANEP;3/09/2015;2015;66,266485244199998;66,266485244199998;189,210499497999990
2017;26286;CT-8051;ANM;SAN CRISTOBAL;0013151127;AAA0004ANDE;3/09/2015;2015;64,360004207499998;64,360004207499998;170,379458004000014
2018;26287;CT-8051;ANM;SAN CRISTOBAL;0013151126;AAA0004ANCN;3/09/2015;2015;64,205127787400002;64,205127787400002;172,624216636000000
2019;26954;CT-8051;ANM;SAN CRISTOBAL;0013151501;AAA0004ASUZ;3/09/2015;2015;41,246813856099998;41,246813856099998;96,611994297500004
2020;26962;CT-8051;ANM;SAN CRISTOBAL;0013158001;AAA0004DLJH;3/09/2015;2015;34,421484536500003;34,421484536500003;72,126889200899996
2021;26963;CT-8051;ANM;SAN CRISTOBAL;0013157502;AAA0170NMMR;3/09/2015;2015;34,314680778700001;34,314680778700001;66,418019730400005
2022;26964;CT-8051;ANM;SAN CRISTOBAL;0013157022;AAA0170NMFZ;3/09/2015;2015;92,592509136399997;92,592509136399997;463,043414969000025
2023;26965;CT-8051;ANM;SAN CRISTOBAL;0013157026;AAA0170NMFZ;3/09/2015;2015;70,054698437400006;70,054698437400006;150,268873651000007
2024;26985;CT-8051;ANM;SAN CRISTOBAL;0013158303;AAA0137KTWF;3/09/2015;2015;36,911886965400001;36,911886965400001;74,841238598700002
2025;27005;CT-8051;ANM;SAN CRISTOBAL;0013151502;AAA0004ASWF;3/09/2015;2015;59,601667980999999;59,601667980999999;200,131429029999993
2026;27033;CT-8051;ANM;SAN CRISTOBAL;0013150604;AAA0004AEEA;3/09/2015;2015;74,575104906500002;74,575104906500002;231,101344965999999
2027;27047;CT-8030;ANM;CHAPINERO;S/I;S/I;15/12/2015;2015;133,055125180999994;133,055125180999994;531,949434701999962
2028;27048;CT-8030;ANM;CHAPINERO;S/I;S/I;15/12/2015;2015;105,086809912999996;105,086809912999996;651,428962803999980
2029;27257;CT-8054;ANM;CIUDAD BOLIVAR;0025545713;AAA0027SETD;13/09/2015;2015;35,856368871599997;35,856368871599997;71,385060698900006
2030;27258;CT-8054;ANM;CIUDAD BOLIVAR;0025545714;AAA0027SESY;13/09/2015;2015;36,009462160699997;36,009462160699997;72,133677302300001
2031;27331;CT-8054;ANM;CIUDAD BOLIVAR;0025545712;AAA0027SEWW;13/09/2015;2015;61,220042981799999;61,220042981799999;221,833332890000008
2032;27333;CT-8054;ANM;CIUDAD BOLIVAR;0025213823;AAA0023LFPA;13/09/2015;2015;104,775487849000001;104,775487849000001;339,912018525000008
2033;27334;CT-8054;ANM;CIUDAD BOLIVAR;0025211212;AAA0023KYPA;13/09/2015;2015;59,836611599999998;59,836611599999998;213,791968375000010
2034;27336;CT-8054;ANM;CIUDAD BOLIVAR;0025216919;AAA0023MHBR;13/09/2015;2015;44,175811481300002;44,175811481300002;115,870483344999997
2035;27487;CT-8054;ANM;CIUDAD BOLIVAR;0025214003;AAA0023LHRJ;13/09/2015;2015;38,836440746999997;38,836440746999997;78,091143370400005
2036;27488;CT-8054;ANM;CIUDAD BOLIVAR;0025214022;AAA0023LJNX;13/09/2015;2015;357,114848097999982;357,114848097999982;1908,393052169999919
2037;27493;CT-8054;ANM;CIUDAD BOLIVAR;0025216711;AAA0163ZYYN;13/09/2015;2015;38,962564955200001;38,962564955200001;75,400408300899997
2038;27494;CT-8054;ANM;CIUDAD BOLIVAR;0025212115;AAA0154BMUH;13/09/2015;2015;62,397269607799998;62,397269607799998;182,206230406000003
2039;27495;CT-8054;ANM;CIUDAD BOLIVAR;0025215829;AAA0165UKUZ;13/09/2015;2015;52,103990872300002;52,103990872300002;165,390924074999987
2040;27497;CT-8054;ANM;CIUDAD BOLIVAR;0025216004;AAA0165UKWF;13/09/2015;2015;53,692412500400003;53,692412500400003;171,898691697999993
2041;27498;CT-8054;ANM;CIUDAD BOLIVAR;0025216005;AAA0165UKXR;13/09/2015;2015;39,920108522800000;39,920108522800000;97,092757703199993
2042;27516;CT-8054;ANM;CIUDAD BOLIVAR;0025210711;AAA0023KHXR;13/09/2015;2015;35,712719735699999;35,712719735699999;71,474436606699996
2043;27517;CT-8054;ANM;CIUDAD BOLIVAR;0025210801;AAA0023KHYX;13/09/2015;2015;35,481870018999999;35,481870018999999;70,496867257299996
2044;27518;CT-8054;ANM;CIUDAD BOLIVAR;0025210802;AAA0023KHZM;13/09/2015;2015;35,124786646099999;35,124786646099999;67,319267409899993
2045;27519;CT-8054;ANM;CIUDAD BOLIVAR;0025210803;AAA0023KJAF;13/09/2015;2015;36,936183671099997;36,936183671099997;79,454264413299995
2046;27520;CT-8054;ANM;CIUDAD BOLIVAR;0025210804;AAA0023KJBR;13/09/2015;2015;36,365208426499997;36,365208426499997;76,305035195800002
2047;27521;CT-8054;ANM;CIUDAD BOLIVAR;0025210904;AAA0023KJCX;13/09/2015;2015;36,267343089699999;36,267343089699999;72,622316498499998
2048;27522;CT-8054;ANM;CIUDAD BOLIVAR;0025210905;AAA0023KJDM;13/09/2015;2015;36,136337300599997;36,136337300599997;72,101060001899995
2049;27523;CT-8054;ANM;CIUDAD BOLIVAR;0025210906;AAA0023KJEA;13/09/2015;2015;36,214896576299999;36,214896576299999;72,466322505999997
2050;27524;CT-8054;ANM;CIUDAD BOLIVAR;0025210907;AAA0023KJFT;13/09/2015;2015;36,169318633600000;36,169318633600000;72,065860498800006
2051;27525;CT-8054;ANM;CIUDAD BOLIVAR;0025210908;AAA0023KJHY;13/09/2015;2015;36,190433922499999;36,190433922499999;72,750383497000001
2052;27526;CT-8054;ANM;CIUDAD BOLIVAR;0025210909;AAA0023KJJH;13/09/2015;2015;36,145608117999998;36,145608117999998;71,629052000700000
2053;27527;CT-8054;ANM;CIUDAD BOLIVAR;0025210910;AAA0023KJKL;13/09/2015;2015;36,916268268300001;36,916268268300001;75,304147988099999
2054;27548;CT-8054;ANM;CIUDAD BOLIVAR;0025213919;AAA0023LHPA;13/09/2015;2015;36,679100138999999;36,679100138999999;74,868065789799999
2055;27549;CT-8054;ANM;CIUDAD BOLIVAR;0025214004;AAA0023LHSY;13/09/2015;2015;38,339238151600000;38,339238151600000;74,349646713799999
2056;27550;CT-8054;ANM;CIUDAD BOLIVAR;0025214005;AAA0023LHTD;13/09/2015;2015;36,058285624900002;36,058285624900002;68,294913806599993
2057;27551;CT-8054;ANM;CIUDAD BOLIVAR;0025214006;AAA0023LHUH;13/09/2015;2015;23,654643827400001;23,654643827400001;34,191250908500002
2058;27552;CT-8054;ANM;CIUDAD BOLIVAR;0025214007;AAA0023LHWW;13/09/2015;2015;24,608208538200000;24,608208538200000;37,288324159900000
2059;27553;CT-8054;ANM;CIUDAD BOLIVAR;0025214008;AAA0023LHXS;13/09/2015;2015;22,768127317499999;22,768127317499999;31,541648213799999
2060;27681;CT-8054;ANM;CIUDAD BOLIVAR;0025215601;AAA0023LXUH;13/09/2015;2015;33,722807169100001;33,722807169100001;71,658067999500005
2061;27932;CT-8054;ANM;CIUDAD BOLIVAR;0025211018;AAA0023KKOM;13/09/2015;2015;34,288519168100002;34,288519168100002;66,293982602300005
2062;27968;CT-8054;ANM;CIUDAD BOLIVAR;0025216922;AAA0023MHEA;13/09/2015;2015;44,297690654199997;44,297690654199997;103,050848392999995
2063;27969;CT-8054;ANM;CIUDAD BOLIVAR;0025216921;AAA0023MHDM;13/09/2015;2015;44,516910453100003;44,516910453100003;104,193446123000001
2064;27970;CT-8054;ANM;CIUDAD BOLIVAR;0025216920;AAA0023MHCX;13/09/2015;2015;45,293768729900002;45,293768729900002;110,374835837000006
2065;27994;CT-8022;A;SAN CRISTOBAL;0011074520;AAA0000RZUZ;25/09/2015;2015;43,683434652300001;43,683434652300001;93,945321698599997
2066;28000;CT-8022;A;SAN CRISTOBAL;0011074523;AAA0000RZYX;25/09/2015;2015;57,369609721700002;57,369609721700002;134,892486012999996
2067;28048;CT-8054;ANM;CIUDAD BOLIVAR;0025215101;AAA0023LTDE;13/09/2015;2015;28,157487003899998;28,157487003899998;46,134865703599999
2068;28049;CT-8054;ANM;CIUDAD BOLIVAR;0025215102;AAA0023LTEP;13/09/2015;2015;25,356075400000002;25,356075400000002;34,555693106500001
2069;28096;CT-8054;ANM;CIUDAD BOLIVAR;0025215811;AAA0023MAJZ;13/09/2015;2015;32,396171997300002;32,396171997300002;65,454994002600003
2070;28105;CT-8054;ANM;CIUDAD BOLIVAR;0025215812;AAA0023MAKC;13/09/2015;2015;47,110823458900001;47,110823458900001;114,020027601999999
2071;28122;CT-8054;ANM;CIUDAD BOLIVAR;0025215828;AAA0165UKTO;13/09/2015;2015;58,312532506600000;58,312532506600000;166,008337641999987
2072;28183;CT-8004;ANM;CIUDAD BOLIVAR;0025461227;AAA0026TCBS;14/09/2015;2015;35,204235918000002;35,204235918000002;67,476588919500003
2073;28187;CT-8004;ANM;CIUDAD BOLIVAR;0025461216;AAA0026TBMS;14/09/2015;2015;48,538272894300000;48,538272894300000;101,941341369000000
2074;28200;CT-8008;ANM;CIUDAD BOLIVAR;0025307408;AAA0024XRZM;13/08/2015;2015;52,136005212400001;52,136005212400001;102,284903084999996
2075;28201;CT-8008;ANM;CIUDAD BOLIVAR;0025307429;AAA0024XSXS;13/08/2015;2015;51,782883225600003;51,782883225600003;129,168890661999995
2076;28202;CT-8008;ANM;CIUDAD BOLIVAR;0025307407;AAA0024XRYX;13/08/2015;2015;53,857647520599997;53,857647520599997;134,945583023000012
2077;28203;CT-8008;ANM;CIUDAD BOLIVAR;0025307401;AAA0024XRPP;13/08/2015;2015;44,288171919699998;44,288171919699998;122,697416279999999
2078;28205;CT-8008;ANM;CIUDAD BOLIVAR;0025307402;AAA0024XRRU;13/08/2015;2015;35,768417315900003;35,768417315900003;71,315894668200002
2079;28207;CT-8008;ANM;CIUDAD BOLIVAR;0025307403;AAA0024XRSK;13/08/2015;2015;36,073912800700001;36,073912800700001;72,118535253199994
2080;28208;CT-8008;ANM;CIUDAD BOLIVAR;0025307406;AAA0024XRWF;13/08/2015;2015;44,323478259500000;44,323478259500000;99,333396567400001
